Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,1shot_claude_LLM_Clarity_Rating,1shot_claude_LLM_Completeness_Rating,1shot_claude_LLM_Consistency_Rating,1shot_claude_PSNR,1shot_claude_RMSE,1shot_claude_SAM,1shot_claude_SRE,1shot_claude_SSIM,1shot_claude_UIQ,repo_url,summary_token_count,1shot_deepseek_LLM_Clarity_Rating,1shot_deepseek_LLM_Completeness_Rating,1shot_deepseek_LLM_Consistency_Rating,1shot_deepseek_PSNR,1shot_deepseek_RMSE,1shot_deepseek_SAM,1shot_deepseek_SRE,1shot_deepseek_SSIM,1shot_deepseek_UIQ,1shot_gpt_LLM_Clarity_Rating,1shot_gpt_LLM_Completeness_Rating,1shot_gpt_LLM_Consistency_Rating,1shot_gpt_PSNR,1shot_gpt_RMSE,1shot_gpt_SAM,1shot_gpt_SRE,1shot_gpt_SSIM,1shot_gpt_UIQ,agent_claude_LLM_Clarity_Rating,agent_claude_LLM_Completeness_Rating,agent_claude_LLM_Consistency_Rating,agent_claude_PSNR,agent_claude_RMSE,agent_claude_SAM,agent_claude_SRE,agent_claude_SSIM,agent_claude_UIQ,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,approach_deepseek_LLM_Clarity_Rating,approach_deepseek_LLM_Completeness_Rating,approach_deepseek_LLM_Consistency_Rating,approach_deepseek_PSNR,approach_deepseek_RMSE,approach_deepseek_SAM,approach_deepseek_SRE,approach_deepseek_SSIM,approach_deepseek_UIQ,approach_gpt_LLM_Clarity_Rating,approach_gpt_LLM_Completeness_Rating,approach_gpt_LLM_Consistency_Rating,approach_gpt_PSNR,approach_gpt_RMSE,approach_gpt_SAM,approach_gpt_SRE,approach_gpt_SSIM,approach_gpt_UIQ,fewshot_claude_LLM_Clarity_Rating,fewshot_claude_LLM_Completeness_Rating,fewshot_claude_LLM_Consistency_Rating,fewshot_claude_PSNR,fewshot_claude_RMSE,fewshot_claude_SAM,fewshot_claude_SRE,fewshot_claude_SSIM,fewshot_claude_UIQ,fewshot_deepseek_LLM_Clarity_Rating,fewshot_deepseek_LLM_Completeness_Rating,fewshot_deepseek_LLM_Consistency_Rating,fewshot_deepseek_PSNR,fewshot_deepseek_RMSE,fewshot_deepseek_SAM,fewshot_deepseek_SRE,fewshot_deepseek_SSIM,fewshot_deepseek_UIQ,fewshot_gpt_LLM_Clarity_Rating,fewshot_gpt_LLM_Completeness_Rating,fewshot_gpt_LLM_Consistency_Rating,fewshot_gpt_PSNR,fewshot_gpt_RMSE,fewshot_gpt_SAM,fewshot_gpt_SRE,fewshot_gpt_SSIM,fewshot_gpt_UIQ,zeroshot_claude_LLM_Clarity_Rating,zeroshot_claude_LLM_Completeness_Rating,zeroshot_claude_LLM_Consistency_Rating,zeroshot_claude_PSNR,zeroshot_claude_RMSE,zeroshot_claude_SAM,zeroshot_claude_SRE,zeroshot_claude_SSIM,zeroshot_claude_UIQ,zeroshot_deepseek_LLM_Clarity_Rating,zeroshot_deepseek_LLM_Completeness_Rating,zeroshot_deepseek_LLM_Consistency_Rating,zeroshot_deepseek_PSNR,zeroshot_deepseek_RMSE,zeroshot_deepseek_SAM,zeroshot_deepseek_SRE,zeroshot_deepseek_SSIM,zeroshot_deepseek_UIQ,zeroshot_gpt_LLM_Clarity_Rating,zeroshot_gpt_LLM_Completeness_Rating,zeroshot_gpt_LLM_Consistency_Rating,zeroshot_gpt_PSNR,zeroshot_gpt_RMSE,zeroshot_gpt_SAM,zeroshot_gpt_SRE,zeroshot_gpt_SSIM,zeroshot_gpt_UIQ
icons_and_arrows,,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,,,,,,,,,,,https://github.com/hrchlhck/k8s-bigdata/,1263,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,30.3104,0.0305,0.0,52.4343,0.4497,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,30.2989,0.0305,0.0,52.4187,0.4489,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,30.3245,0.0304,0.0,52.4348,0.3889,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,
boxes_and_arrows,,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9991,0.0126,89.7973,57.0618,0.5729,-0.0029,https://github.com/XenitAB/git-auth-proxy/,1006,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9149,0.0113,89.8059,57.5576,0.6451,0.0026,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9158,0.0127,89.7426,57.0354,0.5801,0.0081,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0636,0.0111,89.8165,57.6331,0.6267,-0.0065,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7997,0.0144,0.0,56.4526,0.5359,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8028,0.0114,0.0,57.5686,0.7258,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8062,0.0129,89.643,56.9706,0.6669,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8431,0.0114,89.7903,57.4819,0.6368,-0.0013,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.7924,0.0115,89.8029,57.4955,0.648,0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4079,0.012,89.7834,57.2867,0.6576,0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6672,0.0131,89.7996,56.8908,0.5501,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.6618,0.0584,0.0,50.367,0.0056,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2092,0.0123,89.7799,57.1778,0.5648,0.0004
boxes,,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,,,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4833,0.0168,88.6214,55.1693,0.4579,0.0007,https://github.com/ut-ims-robotics/robotont/,1034,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.1416,0.0175,88.565,54.9851,0.41,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.2339,0.0173,88.5816,55.0369,0.4301,-0.0054,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4972,0.0168,88.6146,55.1789,0.4112,-0.0046,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.3106,0.0171,0.0,55.057,0.5177,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.723,0.0183,0.0,54.7621,0.4935,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.7954,0.0162,88.6383,55.4076,0.5532,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.2945,0.0172,88.5886,55.0685,0.3867,-0.0012,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.1516,0.0175,88.5908,54.9823,0.4292,0.0051,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.6377,0.0165,88.6155,55.279,0.4824,0.0104,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.4607,0.0168,0.0,55.1792,0.465,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.5356,0.0167,88.6242,55.2079,0.4595,0.0002
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",,,,,,,,,,https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6116,0.0148,87.569,57.382,0.6301,-0.0025,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2513,0.0154,87.5684,57.1863,0.6287,0.0028,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5951,0.0148,87.4358,57.3602,0.5625,0.0029,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8795,0.0161,0.0,57.0007,0.5505,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3181,0.0171,0.0,56.7236,0.6438,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5055,0.0188,87.2856,56.3386,0.5734,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0248,0.0158,87.5672,57.0708,0.5667,-0.0003,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2548,0.0154,87.5778,57.1878,0.6374,-0.0038,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0967,0.0157,87.4716,57.1088,0.593,0.006,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3849,0.0152,0.0,57.2555,0.5805,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3362,0.0152,87.5708,57.231,0.5629,-0.0021
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9562,0.0565,12.5694,37.3527,0.0718,-0.0004,https://github.com/jzyong/GameServer4g/,1046,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8913,0.0569,12.5712,37.3206,0.075,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.5127,0.053,12.5716,37.6314,0.0834,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8864,0.057,12.5716,37.3181,0.0746,0.0001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9404,0.0566,0.0,37.3584,0.0784,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8715,0.0571,0.0,37.3245,0.0757,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9071,0.0568,12.5505,37.3285,0.076,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.4243,0.0536,12.5654,37.5862,0.081,0.0007,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,24.9916,0.0563,12.565,37.3706,0.0789,0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.932,0.0567,12.5708,37.3407,0.0704,-0.0023,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8883,0.0569,0.0,37.3323,0.0738,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9053,0.0569,12.5705,37.3274,0.0769,0.0011
boxes,,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,,,,,,,,,,https://github.com/argrecsys/argael/,1443,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.78,0.0408,50.3523,54.0218,0.3956,0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7997,0.0407,50.3979,54.0315,0.4033,0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7041,0.0412,50.4195,53.984,0.3824,0.0021,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.8257,0.0406,0.0,54.0614,0.4483,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7055,0.0412,0.0,53.9858,0.4301,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6941,0.0412,50.3953,53.9792,0.4389,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.8598,0.0405,50.4037,54.0614,0.4093,0.0028,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.8324,0.0455,9.5559,53.5486,0.3039,0.0007,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.764,0.0409,50.3621,54.014,0.3799,0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7495,0.041,50.427,54.0064,0.4059,0.0004,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.8301,0.0406,0.0,54.0537,0.4022,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.9564,0.04,50.3601,54.1097,0.3872,0.0026
icons_and_arrows,,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7153,0.0164,88.3675,57.8982,0.5627,-0.0007,https://github.com/terrenjpeterson/javawatch/,875,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.6562,0.0165,88.3387,57.8686,0.6135,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.3707,0.017,88.3428,57.727,0.6259,0.0014,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8182,0.0162,88.3526,57.9502,0.5602,0.0072,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.9776,0.0178,0.0,57.5492,0.6379,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.9651,0.0178,0.0,57.5349,0.6688,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.2633,0.0173,88.3705,57.6899,0.6491,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4065,0.017,88.3443,57.7434,0.5609,0.0063,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.9003,0.016,88.3562,57.9916,0.6432,0.0007,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.4736,0.0168,88.3358,57.8046,0.629,0.0017,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2424,0.0173,88.3402,57.6615,0.5405,0.001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9164,0.016,0.0,57.9998,0.6035,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6419,0.0165,88.3204,57.8618,0.5725,-0.0013
icons_and_arrows,,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2429,0.0137,88.6158,62.5389,0.7864,0.0011,https://github.com/Crazy0416/KnowledgeGraph/,891,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7596,0.0129,88.6198,62.7993,0.8248,0.0007,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2588,0.0137,88.5317,62.5477,0.8074,-0.0022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0447,0.0125,88.6279,62.9435,0.7814,0.0012,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1399,0.0156,0.0,62.0191,0.844,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6693,0.0146,0.0,62.289,0.8271,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9717,0.0142,88.6348,62.4013,0.8673,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4525,0.0134,88.6063,62.6455,0.8023,-0.0013,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9958,0.0141,88.4627,62.4155,0.7979,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0256,0.0141,88.5803,62.4308,0.7949,0.0012,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3804,0.0135,88.6177,62.608,0.7829,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5292,0.0133,0.0,62.6837,0.7954,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3965,0.0135,88.6198,62.6161,0.7775,-0.0004
UML,,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",,,,,,,,,,https://github.com/Taymindis/fcgi-function/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9084,0.0506,88.6245,37.8294,0.1926,0.0006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9606,0.0503,88.4253,37.8554,0.1908,-0.0047,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9529,0.0504,88.6666,37.847,0.1973,0.0008,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.7216,0.0517,88.7522,37.7351,0.2346,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.7929,0.0513,0.0,37.7711,0.2295,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8299,0.0511,88.5452,37.7979,0.2197,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.3364,0.0482,88.715,38.0289,0.2004,0.0013,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9837,0.0502,88.4657,37.8671,0.1821,0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.7186,0.0518,88.6793,37.7345,0.2094,0.0003,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.0571,0.0498,88.6376,37.9,0.1865,0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8124,0.0512,0.0,37.7765,0.2055,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.981,0.0502,88.6219,37.8631,0.1787,0.0012
icons_and_arrows,,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4007,0.017,89.5938,57.7987,0.5951,0.0048,https://github.com/McOrts/taller-iot-sensor_radiactividad/,821,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3955,0.017,89.715,57.7956,0.667,0.0018,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4192,0.0169,89.6881,57.8104,0.6354,-0.0029,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.2719,0.0172,89.6977,57.7337,0.5217,0.0029,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4266,0.0169,0.0,57.8319,0.6862,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1914,0.0174,0.0,57.6944,0.6556,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.2053,0.0174,89.7466,57.7214,0.6935,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4346,0.0169,89.7185,57.816,0.6151,-0.0009,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4675,0.0169,89.6945,57.8361,0.6328,0.0008,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.5207,0.0167,89.7228,57.8609,0.6439,-0.0022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1414,0.0175,89.7074,57.668,0.5732,-0.0028,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3346,0.0171,0.0,57.766,0.5753,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6244,0.0165,89.729,57.9104,0.6407,0.0016
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7293,0.0146,89.5732,63.0943,0.7823,-0.0006,https://github.com/UBC-CIC/Student-Connect-App/,1061,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.5836,0.0148,89.5524,63.0252,0.7909,-0.0011,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.6611,0.0165,89.5033,62.5948,0.7776,-0.0016,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0171,0.0141,89.5512,63.2384,0.7319,0.0009,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.1045,0.0156,0.0,62.7897,0.8178,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.2552,0.0154,0.0,62.8654,0.8141,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8892,0.0161,89.5859,62.671,0.8298,,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.8792,0.0143,89.5362,63.1683,0.7988,0.002,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.5778,0.0148,89.5357,63.0169,0.7774,0.0001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5816,0.0148,89.5717,63.0202,0.7575,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6905,0.0146,0.0,63.0741,0.784,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9046,0.0143,89.5785,63.1824,0.794,-0.0019
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8734,0.0128,89.3159,61.4009,0.7078,-0.0003,https://github.com/xydo1990/mlops_zoomcamp_homework/,1099,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.6826,0.0131,89.2714,61.3055,0.7277,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.0279,0.0141,89.2677,60.994,0.7315,0.0012,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3282,0.0121,89.2686,61.6297,0.6787,-0.0019,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3313,0.0136,0.0,61.1303,0.7645,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.7272,0.013,0.0,61.3435,0.7651,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.7393,0.013,89.3119,61.3505,0.7698,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.6163,0.0132,89.2736,61.2756,0.6825,-0.0016,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.1355,0.0124,89.2992,61.5328,0.7472,0.0001,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.5467,0.0133,89.295,61.2423,0.7478,0.0,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9134,0.0127,89.3149,61.4209,0.7196,0.0014,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9012,0.0127,0.0,61.4146,0.6821,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0218,0.0126,89.3173,61.4752,0.713,0.002
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5228,0.0119,89.0917,60.0705,0.6547,0.0041,https://github.com/UnoSD/UnoCash/,1355,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.5334,0.0149,89.0107,59.1117,0.6496,0.0029,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.0535,0.0125,89.104,59.8483,0.7184,0.0009,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.7581,0.0115,89.1177,60.1891,0.6443,-0.0034,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2957,0.0107,0.0,60.5739,0.7929,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.3657,0.0151,0.0,59.058,0.7114,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.648,0.0117,89.1384,60.1419,0.8001,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.7403,0.0116,89.1022,60.1716,0.6763,-0.0009,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.5668,0.0118,89.075,60.0919,0.6842,0.0047,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.7739,0.0115,89.0997,60.1963,0.7132,-0.0012,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7197,0.0116,89.1242,60.1726,0.6799,-0.0024,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9008,0.0113,0.0,60.2638,0.7242,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.653,0.0117,89.1245,60.1356,0.7146,0.0011
